sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","savedsearch_name","scan_count",status,"total_run_time","api_et","search_et","api_lt","search_lt","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_savedsearch_name","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_search_et","__mv_api_lt","__mv_search_lt"
"admin__admin_ZW1haWxfZGF0YQ__search37_1559309805.676","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" | stats values(stat) as stat values(size) as Message_Size values(msgid) as Message-ID values(to) as to values(from) as from by qid | search stat!=""Sent"" | eval Sender=trim(from,""<>"") | table Message-ID Sender Message_Size","Jonathons-MacBook-Air.local","1559309805.071175",0,"UI:Dashboard:mail_dashboard_clone",307497,1559309805,0,search37,307497,canceled,"54.706","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search38_1559309805.675","search index=""maildata"" sourcetype=""email_log"" stat=Sent | timechart span=1h avg(delay)","Jonathons-MacBook-Air.local","1559309805.080634",0,"UI:Dashboard:mail_dashboard_clone",22233,1559309805,25,search38,22233,completed,"3.198",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search39_1559309805.677","search index=""maildata"" sourcetype=""email_log"" from!=""<>"" | eval sender=trim(from,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559309805.087738",0,"UI:Dashboard:mail_dashboard_clone",93283,1559309805,10,search39,93283,completed,"17.841",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search40_1559309805.678","search index=""maildata"" sourcetype=""email_log""  | eval sender=trim(to,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559309805.095834",0,"UI:Dashboard:mail_dashboard_clone",326558,1559309806,10,search40,326558,completed,"13.975",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search41_1559309805.679","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(to) as to  by qid | search to=* |eval Recipient=trim(to,""<>"") | sort - Message_Size | table Recipient Message_Size | head 10","Jonathons-MacBook-Air.local","1559309805.114082",0,"UI:Dashboard:mail_dashboard_clone",324693,1559309805,10,search41,324693,canceled,"48.331","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search42_1559309805.680","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(from) as from  by qid | search from=* |eval Sender=trim(from,""<>"") | sort - Message_Size | table Sender Message_Size | head 10","Jonathons-MacBook-Air.local","1559309805.133942",0,"UI:Dashboard:mail_dashboard_clone",324693,1559309806,0,search42,324693,canceled,"52.365","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base2_1559309805.681","search index=""maildata"" sourcetype=""email_log"" stat=Sent","Jonathons-MacBook-Air.local","1559309805.213755",0,"UI:Dashboard:mail_dashboard_clone",22233,1559309806,22233,base2,22248,completed,"5.542",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base3_1559309805.683","search index=""maildata"" sourcetype=""email_log"" qid!=""NOQUEUE""","Jonathons-MacBook-Air.local","1559309805.238531",0,"UI:Dashboard:mail_dashboard_clone",324693,1559309809,241835,base3,326558,canceled,"53.449",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search46_1559309974.694","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" | stats values(stat) as stat values(size) as Message_Size values(msgid) as Message-ID values(to) as to values(from) as from by qid | search stat!=""Sent"" | eval Sender=trim(from,""<>"") | table Message-ID Sender Message_Size","Jonathons-MacBook-Air.local","1559309974.145300",0,"UI:Dashboard:mail_dashboard_clone",307497,1559309974,0,search46,307497,canceled,"61.368","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search48_1559309974.696","search index=""maildata"" sourcetype=""email_log"" from!=""<>"" | eval sender=trim(from,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559309974.155434",0,"UI:Dashboard:mail_dashboard_clone",93283,1559309974,10,search48,93283,completed,"17.324",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search49_1559309974.697","search index=""maildata"" sourcetype=""email_log""  | eval sender=trim(to,""<>"")  | top sender | fields - percent","Jonathons-MacBook-Air.local","1559309974.169492",0,"UI:Dashboard:mail_dashboard_clone",326558,1559309974,10,search49,326558,completed,"12.204",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search51_1559309974.699","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(from) as from  by qid | search from=* |eval Sender=trim(from,""<>"") | sort - Message_Size | table Sender Message_Size | head 10","Jonathons-MacBook-Air.local","1559309974.193225",0,"UI:Dashboard:mail_dashboard_clone",324693,1559309975,10,search51,324693,canceled,"59.484","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base2_1559309974.701","search index=""maildata"" sourcetype=""email_log"" stat=Sent","Jonathons-MacBook-Air.local","1559309974.217977",0,"UI:Dashboard:mail_dashboard_clone",22233,1559309975,22233,base2,22248,completed,"5.605",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base3_1559309974.702","search index=""maildata"" sourcetype=""email_log"" qid!=""NOQUEUE""","Jonathons-MacBook-Air.local","1559309974.265233",0,"UI:Dashboard:mail_dashboard_clone",324693,1559309975,241835,base3,326558,canceled,"63.265",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base1_1559310226.726","search index=""maildata"" sourcetype=""email_log""","Jonathons-MacBook-Air.local","1559310226.195073",0,"UI:Dashboard:mail_dashboard_clone",326558,1559310226,205790,base1,326558,completed,"33.628",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base2_1559310226.727","search index=""maildata"" sourcetype=""email_log"" stat=Sent","Jonathons-MacBook-Air.local","1559310226.203372",0,"UI:Dashboard:mail_dashboard_clone",22233,1559310226,22233,base2,22248,completed,"2.422",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base3_1559310226.728","search index=""maildata"" sourcetype=""email_log"" qid!=""NOQUEUE""","Jonathons-MacBook-Air.local","1559310226.211217",0,"UI:Dashboard:mail_dashboard_clone",324693,1559310226,241835,base3,326558,completed,"41.678000000000004",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base3_1559310545.793","search index=""maildata"" sourcetype=""email_log"" qid!=""NOQUEUE""","Jonathons-MacBook-Air.local","1559310545.272398",0,"UI:Dashboard:mail_dashboard_clone_clone",23242,1559310545,0,base3,23339,canceled,"3.206",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base1_1559310745.815","search index=""maildata"" sourcetype=""email_log""","Jonathons-MacBook-Air.local","1559310745.221470",0,"UI:Dashboard:mail_dashboard_clone_clone",326558,1559310745,205790,base1,326558,completed,"29.096",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base1_1559310829.843","search index=""maildata"" sourcetype=""email_log""","Jonathons-MacBook-Air.local","1559310829.064902",0,"UI:Dashboard:mail_dashboard_clone_clone",326558,1559310829,205781,base1,326558,completed,"29.963",,,"1559310829.000000000","1559310829.000000000",,,,,,,,,,,,,,,,,
"1559310958.926","search index=""maildata"" sourcetype=""email_log"" |  search stat=Sent | stats count","Jonathons-MacBook-Air.local","1559310958.330235",0,"UI:Search",22233,1559310958,1,,22233,completed,"0.788",,,"1559310958.000000000","1559310958.000000000",,,,,,,,,,,,,,,,,
"1559310989.928","search index=""maildata"" sourcetype=""email_log""","Jonathons-MacBook-Air.local","1559310989.552787",0,"UI:Search",326558,1559310989,1000,,326558,completed,"3.004",,,"1559310989.000000000","1559310989.000000000",,,,,,,,,,,,,,,,,
"1559311022.929","search index=""maildata"" sourcetype=""email_log"" |  search milter_action=* | stats count","Jonathons-MacBook-Air.local","1559311022.110852",0,"UI:Search",65013,1559311022,1,,65013,completed,"2.795",,,"1559311022.000000000","1559311022.000000000",,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base1_1559311033.930","search index=""maildata"" sourcetype=""email_log""","Jonathons-MacBook-Air.local","1559311033.369425",0,"UI:Dashboard:mail_dashboard_clone_clone",326558,1559311033,203316,base1,326558,canceled,"28.509",,,"1559311033.000000000","1559311033.000000000",,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base1_1559311079.961","search index=""maildata"" sourcetype=""email_log""","Jonathons-MacBook-Air.local","1559311079.616143",0,"UI:Dashboard:mail_dashboard_clone_clone",326558,1559311079,205781,base1,326558,canceled,"31.077",,,"1559311079.000000000","1559311079.000000000",,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base1_1559311192.1001","search index=""maildata"" sourcetype=""email_log""","Jonathons-MacBook-Air.local","1559311192.375727",0,"UI:Dashboard:mail_dashboard_clone_clone",326558,1559311192,205790,base1,326558,completed,"36.316",,,"1559311192.000000000","1559311192.000000000",,,,,,,,,,,,,,,,,
"1559311646.1117","search index=""maildata"" sourcetype=""email_log"" | head 1000","Jonathons-MacBook-Air.local","1559311646.410738",0,"UI:DataModel",1000,1559311646,1000,,3001,completed,"0.488",,,,,,,,,,,,,,,,,,,,,
"1559311665.1118","search index=""maildata"" sourcetype=""email_log"" | head 1000 | fieldSummary","Jonathons-MacBook-Air.local","1559311665.751684",0,"UI:DataModel",1000,1559311666,50,,3001,completed,"0.519",,,,,,,,,,,,,,,,,,,,,
"1559311983.1126","| tstats count from datamodel=email_data","Jonathons-MacBook-Air.local","1559311983.944145",0,"UI:Search",0,1559311984,0,,0,failed,"0.01",,,"1559311983.000000000",,,,,,,,,,,,,,,,,,
"1559311992.1127","| tstats count from datamodel=email_data.email_data","Jonathons-MacBook-Air.local","1559311992.510635",0,"UI:Search",326558,1559311992,1,,326558,completed,"1.995",,,"1559311992.000000000","1559311992.000000000",,,,,,,,,,,,,,,,,
"1559312005.1129","| tstats count from datamodel=email_data.email_data | where stat=Sent","Jonathons-MacBook-Air.local","1559312005.461314",0,"UI:Search",326558,1559312005,0,,326558,completed,"1.615",,,"1559312005.000000000","1559312005.000000000",,,,,,,,,,,,,,,,,
"1559312015.1130","| tstats count from datamodel=email_data.email_data | where email_data.stat=Sent","Jonathons-MacBook-Air.local","1559312015.784036",0,"UI:Search",326558,1559312016,0,,326558,completed,"1.476",,,"1559312015.000000000","1559312015.000000000",,,,,,,,,,,,,,,,,
"1559312149.1132","| tstats count AS ""Count of email_data""  from datamodel=email_data.email_data where (nodename = email_data) prestats=true | stats dedup_splitvals=t count AS ""Count of email_data""  | fillnull ""Count of email_data"" | fields ""Count of email_data""","Jonathons-MacBook-Air.local","1559312149.047645",0,"UI:Pivot",326558,1559312149,1,,326558,completed,"0.364",,,,,,,,,,,,,,,,,,,,,
"1559312177.1136","| tstats count AS ""Count of email_data""  from datamodel=email_data.email_data where (nodename = email_data) (email_data.stat=""*Sent"")  prestats=true | stats dedup_splitvals=t count AS ""Count of email_data""  | fillnull ""Count of email_data"" | fields ""Count of email_data""","Jonathons-MacBook-Air.local","1559312177.469647",0,"UI:Pivot",22233,1559312177,1,,326558,completed,"0.394",,,,,,,,,,,,,,,,,,,,,
"1559312214.1139","| tstats count AS ""Count of email_data""  from datamodel=email_data.email_data where (nodename = email_data) prestats=true | stats dedup_splitvals=t count AS ""Count of email_data""  | fillnull ""Count of email_data"" | fields ""Count of email_data""","Jonathons-MacBook-Air.local","1559312214.874244",0,"UI:Pivot",326558,1559312215,1,,326558,completed,"0.431",,,,,,,,,,,,,,,,,,,,,
"1559312222.1142","| tstats count AS ""Count of email_data""  from datamodel=email_data.email_data where (nodename = email_data) (email_data.milter_action=""*"")  prestats=true | stats dedup_splitvals=t count AS ""Count of email_data""  | fillnull ""Count of email_data"" | fields ""Count of email_data""","Jonathons-MacBook-Air.local","1559312222.312784",0,"UI:Pivot",65013,1559312222,1,,326558,completed,"0.897",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search10_1559312265.1146","| pivot email_data email_data count(email_data) AS ""Count of email_data"" FILTER stat is ""*Sent"" ROWSUMMARY 0 COLSUMMARY 0 SHOWOTHER 1","Jonathons-MacBook-Air.local","1559312265.582732",0,"UI:Dashboard:mail_dashboard_clone_clone",22233,1559312265,1,search10,326558,completed,"0.966",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base1_1559312265.1149","search index=""maildata"" sourcetype=""email_log""","Jonathons-MacBook-Air.local","1559312265.592464",0,"UI:Dashboard:mail_dashboard_clone_clone",293305,1559312265,0,base1,293305,canceled,"13.216000000000001",,,"1559312265.000000000","1559312265.000000000",,,,,,,,,,,,,,,,,
"1559312404.1163","| tstats count AS ""Count of email_data""  from datamodel=email_data.email_data where (nodename = email_data) prestats=true | stats dedup_splitvals=t count AS ""Count of email_data""  | fillnull ""Count of email_data"" | fields ""Count of email_data""","Jonathons-MacBook-Air.local","1559312404.457989",0,"UI:Pivot",326558,1559312404,1,,326558,canceled,"0.739",,,,,,,,,,,,,,,,,,,,,
"1559312416.1166","| tstats count AS ""Count of email_data""  from datamodel=email_data.email_data where (nodename = email_data) (email_data.stat!=Sent)  prestats=true | stats dedup_splitvals=t count AS ""Count of email_data""  | fillnull ""Count of email_data"" | fields ""Count of email_data""","Jonathons-MacBook-Air.local","1559312416.588146",0,"UI:Pivot",304325,1559312416,1,,326558,completed,"0.459",,,,,,,,,,,,,,,,,,,,,
"1559312452.1173","| tstats count AS ""Count of email_data""  from datamodel=email_data.email_data where (nodename = email_data) (email_data.stat=Sent)  prestats=true | stats dedup_splitvals=t count AS ""Count of email_data""  | fillnull ""Count of email_data"" | fields ""Count of email_data""","Jonathons-MacBook-Air.local","1559312453.002752",0,"UI:Pivot",22233,1559312453,1,,326558,completed,"0.331",,,,,,,,,,,,,,,,,,,,,
"1559312515.1175","| tstats count AS ""Count of email_data""  from datamodel=email_data.email_data where (nodename = email_data) (email_data.stat!=Sent)  prestats=true | stats dedup_splitvals=t count AS ""Count of email_data""  | fillnull ""Count of email_data"" | fields ""Count of email_data""","Jonathons-MacBook-Air.local","1559312515.984999",0,"UI:Pivot",304325,1559312516,1,,326558,canceled,"0.47200000000000003",,,,,,,,,,,,,,,,,,,,,
"1559312517.1179","| tstats count AS ""Count of email_data""  from datamodel=email_data.email_data where (nodename = email_data) prestats=true | stats dedup_splitvals=t count AS ""Count of email_data""  | fillnull ""Count of email_data"" | fields ""Count of email_data""","Jonathons-MacBook-Air.local","1559312517.553126",0,"UI:Pivot",326558,1559312517,1,,326558,canceled,"0.641",,,,,,,,,,,,,,,,,,,,,
"1559312518.1181","| tstats count AS ""Count of email_data""  from datamodel=email_data.email_data where (nodename = email_data) (email_data.milter_action=""*"")  prestats=true | stats dedup_splitvals=t count AS ""Count of email_data""  | fillnull ""Count of email_data"" | fields ""Count of email_data""","Jonathons-MacBook-Air.local","1559312518.550850",0,"UI:Pivot",65013,1559312518,1,,326558,canceled,"0.418",,,,,,,,,,,,,,,,,,,,,
"1559312519.1183","| tstats count AS ""Count of email_data""  from datamodel=email_data.email_data where (nodename = email_data) prestats=true | stats dedup_splitvals=t count AS ""Count of email_data""  | fillnull ""Count of email_data"" | fields ""Count of email_data""","Jonathons-MacBook-Air.local","1559312519.404732",0,"UI:Pivot",326558,1559312519,1,,326558,canceled,"0.387",,,,,,,,,,,,,,,,,,,,,
"1559312520.1185","| tstats count AS ""Count of email_data""  from datamodel=email_data.email_data where (nodename = email_data) (email_data.stat=""*Sent"")  prestats=true | stats dedup_splitvals=t count AS ""Count of email_data""  | fillnull ""Count of email_data"" | fields ""Count of email_data""","Jonathons-MacBook-Air.local","1559312520.253747",0,"UI:Pivot",22233,1559312520,1,,326558,canceled,"0.455",,,,,,,,,,,,,,,,,,,,,
"1559312521.1187","| tstats count AS ""Count of email_data""  from datamodel=email_data.email_data where (nodename = email_data) prestats=true | stats dedup_splitvals=t count AS ""Count of email_data""  | fillnull ""Count of email_data"" | fields ""Count of email_data""","Jonathons-MacBook-Air.local","1559312521.127399",0,"UI:Pivot",326558,1559312521,1,,326558,completed,"0.435",,,,,,,,,,,,,,,,,,,,,
"rt_md_1559312648.1204","| metadata type=sourcetypes | search totalCount > 0","Jonathons-MacBook-Air.local","1559312648.888065",1,"UI:Search",0,1559312649,0,,0,failed,"41.356",,,,,,,,,,,,,,,,,,,,,
"rt_md_1559312677.1209","| metadata type=sourcetypes | search totalCount > 0","Jonathons-MacBook-Air.local","1559312677.124740",1,"UI:Search",0,1559312677,0,,0,canceled,"34.266",,,,,,,,,,,,,,,,,,,,,
"1559312711.1223","| tstats count from datamodel=email_data where email_data.stat=Sent","Jonathons-MacBook-Air.local","1559312711.224060",0,"UI:Search",0,1559312711,0,,0,failed,"0.05","1559224800.000000000",,"1559312711.000000000",,,,,,,,,,,,,,,,,,
"1559312733.1224","| tstats count from datamodel=email_data.email.data where email_data.stat=Sent","Jonathons-MacBook-Air.local","1559312733.033800",0,"UI:Search",0,1559312733,0,,0,failed,"0.011","1559224800.000000000",,"1559312733.000000000",,,,,,,,,,,,,,,,,,
"1559312744.1225","| tstats count from datamodel=email_data","Jonathons-MacBook-Air.local","1559312744.152547",0,"UI:Search",0,1559312744,0,,0,failed,"0.013000000000000001","1559224800.000000000",,"1559312744.000000000",,,,,,,,,,,,,,,,,,
"1559312765.1226","| tstats values(stat) from datamodel=email_data","Jonathons-MacBook-Air.local","1559312765.614798",0,"UI:Search",0,1559312765,0,,0,failed,"0.011","1559224800.000000000",,"1559312765.000000000",,,,,,,,,,,,,,,,,,
"1559312778.1227","| tstats values(stat) from datamodel=email_data","Jonathons-MacBook-Air.local","1559312778.622363",0,"UI:Search",0,1559312779,0,,0,failed,"0.006",,,,,,,,,,,,,,,,,,,,,
"rt_md_1559312803.1228","| metadata type=sourcetypes | search totalCount > 0","Jonathons-MacBook-Air.local","1559312803.041410",1,"UI:Search",0,1559312803,0,,0,failed,"66.346",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search10_1559312808.1234","| pivot email_data email_data count(email_data) AS ""Count of email_data"" FILTER stat is ""*Sent"" ROWSUMMARY 0 COLSUMMARY 0 SHOWOTHER 1","Jonathons-MacBook-Air.local","1559312808.995122",0,"UI:Dashboard:mail_dashboard_clone_clone",22233,1559312809,1,search10,326558,completed,"1.159",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base1_1559312808.1235","search index=""maildata"" sourcetype=""email_log""","Jonathons-MacBook-Air.local","1559312808.999538",0,"UI:Dashboard:mail_dashboard_clone_clone",326558,1559312809,205790,base1,326558,completed,"34.931",,,"1559312808.000000000","1559312808.000000000",,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search1_1559312812.1237","| pivot email_data email_data count(email_data) AS ""Count of email_data"" FILTER stat is ""*Sent"" ROWSUMMARY 0 COLSUMMARY 0 SHOWOTHER 1","Jonathons-MacBook-Air.local","1559312812.594742",0,"UI:Dashboard:mail_dashboard_clone_clone",22233,1559312812,1,search1,326558,completed,"1.1280000000000001",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search2_1559312812.1239","| pivot email_data email_data count(email_data) AS ""Count of email_data"" FILTER milter_action is ""*"" ROWSUMMARY 0 COLSUMMARY 0 SHOWOTHER 1","Jonathons-MacBook-Air.local","1559312812.600262",0,"UI:Dashboard:mail_dashboard_clone_clone",65013,1559312812,1,search2,326558,completed,"1.129",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search10_1559312857.1274","| pivot email_data email_data count(email_data) AS ""Count of email_data"" FILTER stat is ""*Sent"" ROWSUMMARY 0 COLSUMMARY 0 SHOWOTHER 1","Jonathons-MacBook-Air.local","1559312857.892521",0,"UI:Dashboard:mail_dashboard_clone_clone",22233,1559312857,1,search10,326558,canceled,"1.676",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search11_1559312857.1276","| pivot email_data email_data count(email_data) AS ""Count of email_data"" FILTER milter_action is ""*"" ROWSUMMARY 0 COLSUMMARY 0 SHOWOTHER 1","Jonathons-MacBook-Air.local","1559312857.933833",0,"UI:Dashboard:mail_dashboard_clone_clone",65013,1559312858,1,search11,326558,canceled,"1.495",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base1_1559312858.1277","search index=""maildata"" sourcetype=""email_log""","Jonathons-MacBook-Air.local","1559312858.067395",0,"UI:Dashboard:mail_dashboard_clone_clone",218293,1559312858,0,base1,218293,canceled,"13.979000000000001",,,"1559312858.000000000","1559312858.000000000",,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search1_1559312871.1285","| pivot email_data email_data count(email_data) AS ""Count of email_data"" FILTER stat is ""*Sent"" ROWSUMMARY 0 COLSUMMARY 0 SHOWOTHER 1","Jonathons-MacBook-Air.local","1559312871.189883",0,"UI:Dashboard:mail_dashboard_clone_clone",22233,1559312871,1,search1,326558,completed,"1.532",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search2_1559312871.1287","| pivot email_data email_data count(email_data) AS ""Count of email_data"" FILTER milter_action is ""*"" ROWSUMMARY 0 COLSUMMARY 0 SHOWOTHER 1","Jonathons-MacBook-Air.local","1559312871.280773",0,"UI:Dashboard:mail_dashboard_clone_clone",65013,1559312871,1,search2,326558,completed,"1.45",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search12_1559312871.1289","| pivot email_data email_data count(email_data) AS ""Count of email_data"" FILTER stat is ""*Sent"" ROWSUMMARY 0 COLSUMMARY 0 SHOWOTHER 1","Jonathons-MacBook-Air.local","1559312871.846422",0,"UI:Dashboard:mail_dashboard_clone_clone",22233,1559312872,1,search12,326558,completed,"1.7510000000000001",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search13_1559312871.1291","| pivot email_data email_data count(email_data) AS ""Count of email_data"" FILTER milter_action is ""*"" ROWSUMMARY 0 COLSUMMARY 0 SHOWOTHER 1","Jonathons-MacBook-Air.local","1559312871.852864",0,"UI:Dashboard:mail_dashboard_clone_clone",65013,1559312872,1,search13,326558,completed,"1.826",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search21_1559312871.1293","| pivot email_data email_data count(email_data) AS ""Count of email_data"" FILTER stat is ""*Sent"" ROWSUMMARY 0 COLSUMMARY 0 SHOWOTHER 1","Jonathons-MacBook-Air.local","1559312871.908510",0,"UI:Dashboard:mail_dashboard_clone_clone",22233,1559312872,1,search21,326558,completed,"1.35",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__search22_1559312871.1295","| pivot email_data email_data count(email_data) AS ""Count of email_data"" FILTER milter_action is ""*"" ROWSUMMARY 0 COLSUMMARY 0 SHOWOTHER 1","Jonathons-MacBook-Air.local","1559312871.916191",0,"UI:Dashboard:mail_dashboard_clone_clone",65013,1559312872,1,search22,326558,completed,"1.735",,,,,,,,,,,,,,,,,,,,,
"admin__admin_ZW1haWxfZGF0YQ__base1_1559312872.1296","search index=""maildata"" sourcetype=""email_log""","Jonathons-MacBook-Air.local","1559312872.085809",0,"UI:Dashboard:mail_dashboard_clone_clone",326558,1559312872,205793,base1,326558,completed,"13.847",,,"1559312872.000000000","1559312872.000000000",,,,,,,,,,,,,,,,,
"rt_md_1559312878.1301","| metadata type=sourcetypes | search totalCount > 0","Jonathons-MacBook-Air.local","1559312878.942083",1,"UI:Search",0,1559312878,0,,0,canceled,"17.189",,,,,,,,,,,,,,,,,,,,,
"1559312884.1304","| history | search NOT search=""| history*"" AND NOT search=""*metadata*"" AND NOT search=""*loadjob*"" AND NOT savedsearch_name=""*"" AND NOT search=""search"" AND NOT search=""*from sid*"" AND NOT search=""| eventcount summarize=false index=* index=_**"" AND NOT provenance=""UI:LocateData"" AND NOT provenance=""UI:TableEditor"" AND NOT provenance=""UI:DataModel"" AND NOT provenance=""UI:Pivot"" AND NOT provenance=""UI:Dataset"" | dedup search | head 100000","Jonathons-MacBook-Air.local","1559312884.140263",0,"UI:Search",0,1559312884,38,,0,completed,"0.07100000000000001",,,,,,,,,,,,,,,,,,,,,
"1559312895.1309","| tstats values(stat) from datamodel=email_data","Jonathons-MacBook-Air.local","1559312895.924313",0,"UI:Search",0,1559312896,0,,0,failed,"0.008","1559224800.000000000",,"1559312895.000000000",,,,,,,,,,,,,,,,,,
"1559312899.1310","| tstats values(stat) from datamodel=email_data","Jonathons-MacBook-Air.local","1559312899.146815",0,"UI:Search",0,1559312899,0,,0,failed,"0.011",,,,,,,,,,,,,,,,,,,,,
"1559312910.1313","| history | search NOT search=""| history*"" AND NOT search=""*metadata*"" AND NOT search=""*loadjob*"" AND NOT savedsearch_name=""*"" AND NOT search=""search"" AND NOT search=""*from sid*"" AND NOT search=""| eventcount summarize=false index=* index=_**"" AND NOT provenance=""UI:LocateData"" AND NOT provenance=""UI:TableEditor"" AND NOT provenance=""UI:DataModel"" AND NOT provenance=""UI:Pivot"" AND NOT provenance=""UI:Dataset"" | dedup search | head 100000","Jonathons-MacBook-Air.local","1559312910.614178",0,"UI:Search",0,1559312910,38,,0,completed,"0.179",,,,,,,,,,,,,,,,,,,,,
"1559312954.1330","| tstats count from datamodel=email_data.email_data","Jonathons-MacBook-Air.local","1559312954.874609",0,"UI:Search",0,1559312955,1,,0,completed,"0.364","1559224800.000000000","1559224800.000000000","1559312954.000000000","1559312954.000000000",,,,,,,,,,,,,,,,,
"1559312958.1331","| tstats count from datamodel=email_data.email_data","Jonathons-MacBook-Air.local","1559312958.904908",0,"UI:Search",326558,1559312959,1,,326558,completed,"0.365",,,,,,,,,,,,,,,,,,,,,
"1559312969.1332","| tstats count from datamodel=email_data.email_data where stat=Sent","Jonathons-MacBook-Air.local","1559312969.376808",0,"UI:Search",0,1559312969,1,,326558,completed,"0.428",,,,,,,,,,,,,,,,,,,,,
"1559312977.1333","| tstats count from datamodel=email_data.email_data where email_data.stat=Sent","Jonathons-MacBook-Air.local","1559312977.828435",0,"UI:Search",22233,1559312977,1,,326558,completed,"0.36",,,,,,,,,,,,,,,,,,,,,
"1559312997.1334","search index=""maildata"" sourcetype=""email_log""  qid!=""NOQUEUE"" |stats values(size) as Message_Size values(from) as from  by qid | search from=* |eval Sender=trim(from,""<>"") | sort - Message_Size | table Sender Message_Size | head 10","Jonathons-MacBook-Air.local","1559312997.533044",0,"UI:Search",324693,1559312997,10,,324693,completed,"14.19","1550466317.000000000","1550466317.000000000",,,,,,,,,,,,,,,,,,,
