sid,search,"splunk_server","_time","is_realtime",provenance,"event_count","exec_time","result_count","scan_count",status,"total_run_time","api_et","api_lt","search_et","search_lt","savedsearch_name","__mv_sid","__mv_search","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_scan_count","__mv_status","__mv_total_run_time","__mv_api_et","__mv_api_lt","__mv_search_et","__mv_search_lt","__mv_savedsearch_name"
"admin__admin__search__search5_1531661536.88936","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename |  rex field=filename ""^(?<model>.+)_\d{6}"" | timechart limit=1000 count by model","Jonathons-MacBook-Air.local","1531661536.103606",0,"UI:Dashboard:parse_chat_travel_drive_post_process",0,1531661538,0,0,completed,"0.403","1531573200.000000000","1531661536.000000000","1531573200.000000000","1531661536.000000000",search5,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1531661600.88953","search index=os earliest=-5m  fs!=*private*| fields fs, capacity | rex field=capacity ""(?<capacity>\d+)(%)?"" | stats values(capacity) by fs","Jonathons-MacBook-Air.local","1531661600.399439",0,"UI:Dashboard:parse_chat_travel_drive_post_process",2,1531661600,2,2,completed,"0.291","1531661280.000000000","1531661600.000000000","1531661300.000000000","1531661600.795730000",search1,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1531661600.88954","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1531661600.414500",0,"UI:Dashboard:parse_chat_travel_drive_post_process",264,1531661600,51,264,completed,"0.34800000000000003",,,,,search9,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch1_1531661600.88955","search index=""parse_chat"" filename=*","Jonathons-MacBook-Air.local","1531661600.444142",0,"UI:Dashboard:parse_chat_travel_drive_post_process",5486,1531661600,5486,5487,completed,"0.591",,,,,baseSearch1,,,,,,,,,,,,,,,,,
"admin__admin__search__search8_1531661602.88959","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}""  | eval hours=round((duration / 60 / 60),1) |  sort - hours | top 50 model","Jonathons-MacBook-Air.local","1531661602.431635",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3800,1531661603,50,3800,completed,"1.87",,,,,search8,,,,,,,,,,,,,,,,,
"admin__admin__search__search16_1531661602.88964","search index=parse_chat filename!=*xvideo* filename!=*xham* filename!=*chaturbate* filename!=*myfree* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531661602.726691",0,"UI:Dashboard:parse_chat_travel_drive_post_process",268,1531661605,5,268,completed,"0.508",,,,,search16,,,,,,,,,,,,,,,,,
"admin__admin__search__search5_1531661602.88966","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename |  rex field=filename ""^(?<model>.+)_\d{6}"" | timechart limit=1000 count by model","Jonathons-MacBook-Air.local","1531661602.764142",0,"UI:Dashboard:parse_chat_travel_drive_post_process",0,1531661605,0,0,completed,"0.319","1531573200.000000000","1531661602.000000000","1531573200.000000000","1531661602.000000000",search5,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1531695913.94444","search index=os earliest=-5m  fs!=*private*| fields fs, capacity | rex field=capacity ""(?<capacity>\d+)(%)?"" | stats values(capacity) by fs","Jonathons-MacBook-Air.local","1531695913.072173",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3,1531695913,3,3,completed,"0.202","1531695600.000000000","1531695913.000000000","1531695613.000000000","1531695913.898532000",search1,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch1_1531695913.94446","search index=""parse_chat"" filename=*","Jonathons-MacBook-Air.local","1531695913.101858",0,"UI:Dashboard:parse_chat_travel_drive_post_process",5486,1531695913,5486,5487,completed,"0.7010000000000001",,,,,baseSearch1,,,,,,,,,,,,,,,,,
"admin__admin__search__search12_1531695915.94451","search index=parse_chat | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531695915.335808",0,"UI:Dashboard:parse_chat_travel_drive_post_process",5487,1531695916,5,5487,completed,"0.899",,,,,search12,,,,,,,,,,,,,,,,,
"admin__admin__search__search13_1531695915.94452","search index=parse_chat filename=*haturbate* OR filename=*freecam* | fields duration |  eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531695915.376681",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3800,1531695917,5,3800,completed,"0.737",,,,,search13,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1531695915.94453","search index=parse_chat filename=*xvideo* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531695915.450542",0,"UI:Dashboard:parse_chat_travel_drive_post_process",1154,1531695917,5,1154,completed,"0.764",,,,,search14,,,,,,,,,,,,,,,,,
"admin__admin__search__search4_1531695939.94466","search index=""parse_chat"" filename=* | fields type, filename |  eval type=if(match(filename,""chaturbate""),""chaturbate"",if(match(filename,""xvideos""),""xvideos"",if(match(filename,""myfreecams""),""myfreecams"",if(match(filename,""xhamster""),""xhamster"",""pornhub"")))) | timechart count by type | addtotals","Jonathons-MacBook-Air.local","1531695939.517662",0,"UI:Dashboard:parse_chat_travel_drive_post_process",0,1531695939,0,0,completed,"0.11900000000000001","1531522800.000000000","1531695939.000000000","1531522800.000000000","1531695939.000000000",search4,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1531715244.96023","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1531715244.379941",0,"UI:Dashboard:parse_chat_travel_drive_post_process",264,1531715245,51,264,completed,"0.369",,,,,search9,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch1_1531715244.96024","search index=""parse_chat"" filename=*","Jonathons-MacBook-Air.local","1531715244.402321",0,"UI:Dashboard:parse_chat_travel_drive_post_process",5744,1531715245,5744,5745,completed,"0.8150000000000001",,,,,baseSearch1,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch2_1531715244.96025","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}""","Jonathons-MacBook-Air.local","1531715244.425410",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3926,1531715245,3926,5745,completed,"0.8320000000000001",,,,,baseSearch2,,,,,,,,,,,,,,,,,
"admin__admin__search__search7_1531715246.96027","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}"" | top 100 model","Jonathons-MacBook-Air.local","1531715246.978878",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3926,1531715248,100,3926,completed,"1.595",,,,,search7,,,,,,,,,,,,,,,,,
"admin__admin__search__search13_1531715246.96030","search index=parse_chat filename=*haturbate* OR filename=*freecam* | fields duration |  eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531715247.005015",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3926,1531715248,5,3926,completed,"0.914",,,,,search13,,,,,,,,,,,,,,,,,
"admin__admin__search__search15_1531715247.96032","search index=parse_chat filename=*xhamster* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531715247.074473",0,"UI:Dashboard:parse_chat_travel_drive_post_process",264,1531715249,5,264,completed,"0.6900000000000001",,,,,search15,,,,,,,,,,,,,,,,,
"admin__admin__search__search4_1531715247.96033","search index=""parse_chat"" filename=* | fields type, filename |  eval type=if(match(filename,""chaturbate""),""chaturbate"",if(match(filename,""xvideos""),""xvideos"",if(match(filename,""myfreecams""),""myfreecams"",if(match(filename,""xhamster""),""xhamster"",""pornhub"")))) | timechart count by type | addtotals","Jonathons-MacBook-Air.local","1531715247.145581",0,"UI:Dashboard:parse_chat_travel_drive_post_process",163,1531715249,97,163,completed,"0.429","1531540800.000000000","1531715247.000000000","1531540800.000000000","1531715247.000000000",search4,,,,,,,,,,,,,,,,,
"admin__admin__search__search16_1531715247.96034","search index=parse_chat filename!=*xvideo* filename!=*xham* filename!=*chaturbate* filename!=*myfree* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531715247.226563",0,"UI:Dashboard:parse_chat_travel_drive_post_process",270,1531715249,5,270,completed,"0.531",,,,,search16,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1531717188.96570","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1531717189.005613",0,"UI:Dashboard:parse_chat_travel_drive_post_process",264,1531717190,51,264,completed,"0.389",,,,,search9,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch2_1531717189.96572","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}""","Jonathons-MacBook-Air.local","1531717189.027871",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3926,1531717189,3926,5764,completed,"0.769",,,,,baseSearch2,,,,,,,,,,,,,,,,,
"admin__admin__search__search12_1531717191.96576","search index=parse_chat | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531717191.317673",0,"UI:Dashboard:parse_chat_travel_drive_post_process",5764,1531717192,5,5764,completed,"1.0190000000000001",,,,,search12,,,,,,,,,,,,,,,,,
"admin__admin__search__search13_1531717191.96577","search index=parse_chat filename=*haturbate* OR filename=*freecam* | fields duration |  eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531717191.341807",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3926,1531717192,5,3926,completed,"1.118",,,,,search13,,,,,,,,,,,,,,,,,
"admin__admin__search__search15_1531717191.96579","search index=parse_chat filename=*xhamster* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531717191.396603",0,"UI:Dashboard:parse_chat_travel_drive_post_process",264,1531717193,5,264,completed,"0.7020000000000001",,,,,search15,,,,,,,,,,,,,,,,,
"admin__admin__search__search16_1531717191.96580","search index=parse_chat filename!=*xvideo* filename!=*xham* filename!=*chaturbate* filename!=*myfree* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531717191.417671",0,"UI:Dashboard:parse_chat_travel_drive_post_process",270,1531717193,5,270,completed,"0.639",,,,,search16,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1531874629.112263","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1531874629.394464",0,"UI:Dashboard:parse_chat_travel_drive_post_process",264,1531874630,51,264,completed,"0.584",,,,,search9,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch2_1531874629.112265","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}""","Jonathons-MacBook-Air.local","1531874629.492048",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3926,1531874630,3926,5776,completed,"1.173",,,,,baseSearch2,,,,,,,,,,,,,,,,,
"admin__admin__search__search7_1531874632.112267","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}"" | top 100 model","Jonathons-MacBook-Air.local","1531874632.810616",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3926,1531874633,100,3926,completed,"1.905",,,,,search7,,,,,,,,,,,,,,,,,
"admin__admin__search__search13_1531874632.112270","search index=parse_chat filename=*haturbate* OR filename=*freecam* | fields duration |  eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531874632.830781",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3926,1531874633,5,3926,completed,"1.117",,,,,search13,,,,,,,,,,,,,,,,,
"admin__admin__search__search4_1531874633.112274","search index=""parse_chat"" filename=* | fields type, filename |  eval type=if(match(filename,""chaturbate""),""chaturbate"",if(match(filename,""xvideos""),""xvideos"",if(match(filename,""myfreecams""),""myfreecams"",if(match(filename,""xhamster""),""xhamster"",""pornhub"")))) | timechart count by type | addtotals","Jonathons-MacBook-Air.local","1531874633.085420",0,"UI:Dashboard:parse_chat_travel_drive_post_process",31,1531874635,98,31,completed,"0.465","1531699200.000000000","1531874633.000000000","1531699200.000000000","1531874633.000000000",search4,,,,,,,,,,,,,,,,,
"admin__admin__search__search5_1531874633.112275","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename |  rex field=filename ""^(?<model>.+)_\d{6}"" | timechart limit=1000 count by model","Jonathons-MacBook-Air.local","1531874633.227788",0,"UI:Dashboard:parse_chat_travel_drive_post_process",0,1531874635,0,0,completed,"0.519","1531699200.000000000","1531874633.000000000","1531699200.000000000","1531874633.000000000",search5,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1531874725.112308","search index=os earliest=-5m  fs!=*private*| fields fs, capacity | rex field=capacity ""(?<capacity>\d+)(%)?"" | stats values(capacity) by fs","Jonathons-MacBook-Air.local","1531874725.565870",0,"UI:Dashboard:parse_chat_travel_drive_post_process",2,1531874726,2,2,completed,"0.241","1531874400.000000000","1531874725.000000000","1531874425.000000000","1531874726.579366000",search1,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1531874725.112309","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1531874725.591451",0,"UI:Dashboard:parse_chat_travel_drive_post_process",264,1531874726,51,264,completed,"0.357",,,,,search9,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch1_1531874725.112310","search index=""parse_chat"" filename=*","Jonathons-MacBook-Air.local","1531874725.653461",0,"UI:Dashboard:parse_chat_travel_drive_post_process",5779,1531874726,5779,5780,completed,"0.677",,,,,baseSearch1,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch2_1531874725.112311","search index=parse_chat filename=*  *haturbate* OR *freecam* |  rex field=filename ""^(?<model>.+)_\d{6}""","Jonathons-MacBook-Air.local","1531874725.709605",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3929,1531874726,3929,5780,completed,"0.712",,,,,baseSearch2,,,,,,,,,,,,,,,,,
"admin__admin__search__search8_1531874728.112314","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}""  | eval hours=round((duration / 60 / 60),1) |  sort - hours | top 50 model","Jonathons-MacBook-Air.local","1531874728.251871",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3929,1531874729,50,3929,completed,"2.0100000000000002",,,,,search8,,,,,,,,,,,,,,,,,
"admin__admin__search__search12_1531874728.112315","search index=parse_chat | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531874728.375840",0,"UI:Dashboard:parse_chat_travel_drive_post_process",5780,1531874729,5,5780,completed,"0.975",,,,,search12,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1531874728.112318","search index=parse_chat filename=*xvideo* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531874728.395317",0,"UI:Dashboard:parse_chat_travel_drive_post_process",1316,1531874730,5,1316,completed,"0.8130000000000001",,,,,search14,,,,,,,,,,,,,,,,,
"admin__admin__search__search4_1531874728.112320","search index=""parse_chat"" filename=* | fields type, filename |  eval type=if(match(filename,""chaturbate""),""chaturbate"",if(match(filename,""xvideos""),""xvideos"",if(match(filename,""myfreecams""),""myfreecams"",if(match(filename,""xhamster""),""xhamster"",""pornhub"")))) | timechart count by type | addtotals","Jonathons-MacBook-Air.local","1531874728.444765",0,"UI:Dashboard:parse_chat_travel_drive_post_process",35,1531874730,98,35,completed,"0.531","1531699200.000000000","1531874728.000000000","1531699200.000000000","1531874728.000000000",search4,,,,,,,,,,,,,,,,,
"admin__admin__search__search5_1531874728.112321","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename |  rex field=filename ""^(?<model>.+)_\d{6}"" | timechart limit=1000 count by model","Jonathons-MacBook-Air.local","1531874728.517592",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3,1531874731,98,3,completed,"0.467","1531699200.000000000","1531874728.000000000","1531699200.000000000","1531874728.000000000",search5,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1531874794.112338","search index=os earliest=-5m  fs!=*private*| fields fs, capacity | rex field=capacity ""(?<capacity>\d+)(%)?"" | stats values(capacity) by fs","Jonathons-MacBook-Air.local","1531874794.896811",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3,1531874795,3,3,completed,"0.20800000000000002","1531874460.000000000","1531874794.000000000","1531874494.000000000","1531874795.247463000",search1,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch1_1531874794.112340","search index=""parse_chat"" filename=*","Jonathons-MacBook-Air.local","1531874794.933952",0,"UI:Dashboard:parse_chat_travel_drive_post_process",5779,1531874795,5779,5780,completed,"0.634",,,,,baseSearch1,,,,,,,,,,,,,,,,,
"admin__admin__search__search6_1531874796.112342","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla* OR model=izzywarm* | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1531874796.937184",0,"UI:Dashboard:parse_chat_travel_drive_post_process",204,1531874798,41,3929,completed,"1.8820000000000001",,,,,search6,,,,,,,,,,,,,,,,,
"admin__admin__search__search12_1531874796.112345","search index=parse_chat | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531874796.956278",0,"UI:Dashboard:parse_chat_travel_drive_post_process",5780,1531874798,5,5780,completed,"0.985",,,,,search12,,,,,,,,,,,,,,,,,
"admin__admin__search__search13_1531874796.112346","search index=parse_chat filename=*haturbate* OR filename=*freecam* | fields duration |  eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531874796.990093",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3929,1531874799,5,3929,completed,"0.857",,,,,search13,,,,,,,,,,,,,,,,,
"admin__admin__search__search15_1531874797.112348","search index=parse_chat filename=*xhamster* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1531874797.166357",0,"UI:Dashboard:parse_chat_travel_drive_post_process",264,1531874799,5,264,completed,"0.748",,,,,search15,,,,,,,,,,,,,,,,,
"admin__admin__search__search5_1531874797.112351","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename |  rex field=filename ""^(?<model>.+)_\d{6}"" | timechart limit=1000 count by model","Jonathons-MacBook-Air.local","1531874797.187553",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3,1531874799,98,3,completed,"0.525","1531699200.000000000","1531874797.000000000","1531699200.000000000","1531874797.000000000",search5,,,,,,,,,,,,,,,,,
"rt_md_1532283644.10","| metadata type=sourcetypes | search totalCount > 0","Jonathons-MacBook-Air.local","1532283644.474625",1,"UI:Search",0,1532283644,0,0,failed,"39.14",,,,,,,,,,,,,,,,,,,,,,
"admin__admin__search__search1_1532283658.14","search index=os earliest=-5m  fs!=*private*| fields fs, capacity | rex field=capacity ""(?<capacity>\d+)(%)?"" | stats values(capacity) by fs","Jonathons-MacBook-Air.local","1532283658.380224",0,"UI:Dashboard:parse_chat_travel_drive_post_process",2,1532283659,2,2,completed,"0.234","1532283300.000000000","1532283658.000000000","1532283358.000000000","1532283659.155519000",search1,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1532283658.15","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1532283658.400531",0,"UI:Dashboard:parse_chat_travel_drive_post_process",264,1532283659,51,264,completed,"0.657",,,,,search9,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch1_1532283658.16","search index=""parse_chat"" filename=*","Jonathons-MacBook-Air.local","1532283658.444691",0,"UI:Dashboard:parse_chat_travel_drive_post_process",5855,1532283659,5855,5856,completed,"1.1380000000000001",,,,,baseSearch1,,,,,,,,,,,,,,,,,
"admin__admin__search__search6_1532283661.26","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}"" |  fields model | search model=kaybunz OR model=rose* OR model=sarah* OR model=hotchop* OR model=tigerlilly* OR model=utk* OR model=zilla* OR model=izzywarm* | timechart limit=1000 useother=f count by model","Jonathons-MacBook-Air.local","1532283661.870508",0,"UI:Dashboard:parse_chat_travel_drive_post_process",210,1532283662,41,3964,completed,"1.926",,,,,search6,,,,,,,,,,,,,,,,,
"admin__admin__search__search8_1532283661.28","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename | rex field=filename ""^(?<model>.+)_\d{6}""  | eval hours=round((duration / 60 / 60),1) |  sort - hours | top 50 model","Jonathons-MacBook-Air.local","1532283661.886620",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3964,1532283662,50,3964,completed,"1.931",,,,,search8,,,,,,,,,,,,,,,,,
"admin__admin__search__search12_1532283661.29","search index=parse_chat | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1532283661.930715",0,"UI:Dashboard:parse_chat_travel_drive_post_process",5856,1532283662,5,5856,completed,"0.992",,,,,search12,,,,,,,,,,,,,,,,,
"admin__admin__search__search13_1532283661.30","search index=parse_chat filename=*haturbate* OR filename=*freecam* | fields duration |  eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1532283661.956806",0,"UI:Dashboard:parse_chat_travel_drive_post_process",3964,1532283664,5,3964,completed,"0.908",,,,,search13,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1532283661.31","search index=parse_chat filename=*xvideo* | fields duration | eval minutes=round((duration / 60),0) | rangemap field=minutes very_short=0-15 short=16-30 medium=31-45 long=46-60  default=very_long | stats count by range","Jonathons-MacBook-Air.local","1532283662.022933",0,"UI:Dashboard:parse_chat_travel_drive_post_process",1336,1532283664,5,1336,completed,"0.8270000000000001",,,,,search14,,,,,,,,,,,,,,,,,
"admin__admin__search__search5_1532283662.35","search index=parse_chat filename=*  *haturbate* OR *freecam* | fields filename |  rex field=filename ""^(?<model>.+)_\d{6}"" | timechart limit=1000 count by model","Jonathons-MacBook-Air.local","1532283662.364128",0,"UI:Dashboard:parse_chat_travel_drive_post_process",21,1532283664,49,21,completed,"0.419","1532196000.000000000","1532283662.000000000","1532196000.000000000","1532283662.000000000",search5,,,,,,,,,,,,,,,,,
"admin__admin__search__search9_1532341137.3155","search index=parse_chat filename=xhamster* | fields filename | rex field=filename ""xhamster.com_\d+_(?<words>.+).mp4"" | rex field=words mode=sed ""s/_/ /g"" | rex field=words mode=sed ""s/\d{3}p//"" | rex field=words mode=sed ""s/(\sa\s| an | on | and | the | in | with | for | by | as | at | is |2| gets | me |the| her | my | part | has | ip | to | ft )//g"" | eval all_words=split(words,"" "")  | rex field=words mode=sed ""s/ /|/g"" | stats count by  all_words | where count < 80 AND count > 3 | sort - count","Jonathons-MacBook-Air.local","1532341137.935707",0,"UI:Dashboard:parse_chat_travel_drive_post_process",264,1532341139,51,264,completed,"0.559",,,,,search9,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch1_1532341137.3156","search index=""parse_chat"" filename=*","Jonathons-MacBook-Air.local","1532341137.970801",0,"UI:Dashboard:parse_chat_travel_drive_post_process",5855,1532341139,5855,5856,completed,"0.863",,,,,baseSearch1,,,,,,,,,,,,,,,,,
